"DateTime","NIFTY BANK"
"2002-10-29 00:00:00",1023.82
"2002-10-30 00:00:00",1010.03
"2002-10-31 00:00:00",1011.86
"2002-11-01 00:00:00",1021.44
"2002-11-04 00:00:00",1033.47
"2002-11-05 00:00:00",1035.02
"2002-11-07 00:00:00",1023.02
"2002-11-08 00:00:00",1009.95
"2002-11-11 00:00:00",1003.63
"2002-11-12 00:00:00",1001.41
"2002-11-13 00:00:00",982.78
"2002-11-14 00:00:00",995.09
"2002-11-15 00:00:00",1002.41
"2002-11-18 00:00:00",1017.23
"2002-11-20 00:00:00",1015.37
"2002-11-21 00:00:00",1013.08
"2002-11-22 00:00:00",1051.46
"2002-11-25 00:00:00",1073.77
"2002-11-26 00:00:00",1076.63
"2002-11-27 00:00:00",1088.16
"2002-11-28 00:00:00",1090.52
"2002-11-29 00:00:00",1094.95
"2002-12-02 00:00:00",1103.58
"2002-12-03 00:00:00",1095.6
"2002-12-04 00:00:00",1090.56
"2002-12-05 00:00:00",1105.54
"2002-12-06 00:00:00",1134.2
"2002-12-09 00:00:00",1137.04
"2002-12-10 00:00:00",1124.97
"2002-12-11 00:00:00",1156.37
"2002-12-12 00:00:00",1171.14
"2002-12-13 00:00:00",1205.92
"2002-12-16 00:00:00",1201.66
"2002-12-17 00:00:00",1213.94
"2002-12-18 00:00:00",1235.99
"2002-12-19 00:00:00",1209.22
"2002-12-20 00:00:00",1212.69
"2002-12-23 00:00:00",1215.7
"2002-12-24 00:00:00",1227.2
"2002-12-26 00:00:00",1227.62
"2002-12-27 00:00:00",1237.86
